#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf62.0.102
#tb 0: 333333/10000000
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1280x720
#sar 0: 0/1
#stream#, dts,        pts, duration,     size, hash
0,         35,         35,        1,  1843200, 0ebd12777f546da39745fd932550f57b
0,         36,         36,        1,  1843200, 7035114c6f3b59c59e741e9aedd1e949
0,         37,         37,        1,  1843200, 08fa552a470cc79f4a099b155f845822
0,         38,         38,        1,  1843200, df8060eec1d0b5f48c6679888442dc75
0,         39,         39,        1,  1843200, 0417143150db324591caf28c99e01545
0,         40,         40,        1,  1843200, 2d27b3fb2da470471ed0fc21374d5742
0,         41,         41,        1,  1843200, 0afbc8f834a6835e9ef3352a1c204999
0,         42,         42,        1,  1843200, 083e27f2658665dd119aac17cbca2c54
0,         43,         43,        1,  1843200, 6f8c93dd85e53d0d4700950f437a785e
0,         44,         44,        1,  1843200, 8e758b5cb7636e7155dbc3276e992ecf
0,         45,         45,        1,  1843200, bd791bd16e8f2e5cbe7197278cfdbd42
0,         46,         46,        1,  1843200, d8aed771ac00a61f98a17e7d748c6dce
0,         47,         47,        1,  1843200, 857802dbb69fc133049f679695489a40
0,         48,         48,        1,  1843200, 189a152f51de250bfd07503969e38b00
0,         49,         49,        1,  1843200, aa9a781cb24a768ec930d66defa47f42
0,         50,         50,        1,  1843200, e95500d274c1243313ec807f0a9ea8f3
0,         51,         51,        1,  1843200, 1448e52febdfad1cf3bc76bdd4e25bb1
0,         52,         52,        1,  1843200, 253c2b25f62b745ac37656b80d6c93c6
0,         53,         53,        1,  1843200, 90359ce827b5c56d8f297357e58ea2ea
0,         54,         54,        1,  1843200, 3e8519d2fac3c012224a0c59a5cfd5c0
0,         55,         55,        1,  1843200, a4b5085c58a3ce9413526d2f563df3aa
0,         56,         56,        1,  1843200, bddd1f5e14b0f91b1ab97d0e3980aa3e
0,         57,         57,        1,  1843200, a1affad002005950b18222ca4f6c278e
0,         58,         58,        1,  1843200, b8cf35de743099cf583cbb46cd61467a
0,         59,         59,        1,  1843200, ddbbab127b48bb22c21dbf92b45cbe47
0,         60,         60,        1,  1843200, ccc7dfe5c9f1799da0cd761c103871f5
0,         61,         61,        1,  1843200, 3d3ccb166374365ea571d5cbaedf6596
0,         62,         62,        1,  1843200, 26dd27710e0f8421c2dcdb4bb93b5813
0,         63,         63,        1,  1843200, f0d62be49f6a68dbeaa83dd719a7ceb4
0,         64,         64,        1,  1843200, a60c9b573c46e75bf2a3bd35e06f96c0
0,         65,         65,        1,  1843200, 6eab40c726cfc5b90298859f7c7c9f4b
0,         66,         66,        1,  1843200, 9871d39c1881c9644e6d02cac4efc9fd
0,         67,         67,        1,  1843200, 8b5f1a6dd18b55df72e21cfe4c3403ae
0,         68,         68,        1,  1843200, a6fbcc7b0fbca9be5649feee1ec4ab84
0,         69,         69,        1,  1843200, 17ceb96cba604cb0191457c98a14aea7
0,         70,         70,        1,  1843200, 87ade1b0df940548e164c8f67eabf843
0,         71,         71,        1,  1843200, 8735359a12ae22aab80e9c2c6ed65004
0,         72,         72,        1,  1843200, a3477499806f8d397812284f35d711e5
0,         73,         73,        1,  1843200, 19105ead520dbbb1e8c10fee1962fea5
0,         74,         74,        1,  1843200, 963735dbe7a51b8eb7d92da0394a1744
0,         75,         75,        1,  1843200, 0126717c89b96cdfe70529fb3836a533
0,         76,         76,        1,  1843200, 7746d831a57dcbf57bf72afa261aad94
0,         77,         77,        1,  1843200, 22eacf980bbc249356946fabbac861cc
0,         78,         78,        1,  1843200, 8a848f2cf9b6663333d75be5dc43c4ec
0,         79,         79,        1,  1843200, 6187ce9e27ba4c468d1779d8411c046d
0,         80,         80,        1,  1843200, 3b1ed2e3686b5e2f9b773d9740fabef7
0,         81,         81,        1,  1843200, a3cdcffb17db8a051a35fc9862ad452b
0,         82,         82,        1,  1843200, 4492a136ad99c35ea58655407d9c6a93
0,         83,         83,        1,  1843200, f8e167d5429374df103d37d102c7d018
0,         84,         84,        1,  1843200, b06863c586102eb7bf0f04456dcd66a5
0,         85,         85,        1,  1843200, d9585bed7d45a70293fc86bf24bbdbb5
0,         86,         86,        1,  1843200, 41edd56fcfd00ad25b7fd5654b6d17b2
0,         87,         87,        1,  1843200, 60d6fff77e542652b4f788773bd4a5a8
0,         88,         88,        1,  1843200, a6cb4cd3488a2880f483e8a94f30c5c2
0,         89,         89,        1,  1843200, 4ef5aff66e62cee74ce695eae79e1b5e
0,         90,         90,        1,  1843200, 9b03b128831326086dac8de1b2aca69b
0,         91,         91,        1,  1843200, 8994149e27a96d479c2aa468d93c9d34
0,         92,         92,        1,  1843200, 6cb6b402ed26ccdefb4b959c1cebeacb
0,         93,         93,        1,  1843200, 265d0f27cce5bdcc2eac5448c280a06e
0,         94,         94,        1,  1843200, d1bff38f07726839346ffc97685da0d9
0,         95,         95,        1,  1843200, e9e4c0ff53eaff97f33372091caf02d4
0,         96,         96,        1,  1843200, 4f31d2df1a28066b29ef7b35b483814f
0,         97,         97,        1,  1843200, 75fc9b597052ed97d005e09796e8d2fc
0,         98,         98,        1,  1843200, 89bc4879aed5a9290c903825bbcda4e8
0,         99,         99,        1,  1843200, 89fc696abb5619ccb1b01f7a25aa67aa
0,        100,        100,        1,  1843200, 931552c55fcaa19d30aba14280847a84
0,        101,        101,        1,  1843200, 289c5fec57c290bbac558f5a08e8f9b7
0,        102,        102,        1,  1843200, 9ff2ad8944b302b99af327cc6f3f6395
0,        103,        103,        1,  1843200, 54500feb15876d35a984e1a8c23a1344
0,        104,        104,        1,  1843200, 186aa0de1f2d37d5a6e36dde8332bf86
0,        105,        105,        1,  1843200, 83e3b959c46fff90a59fae9023f3b970
0,        106,        106,        1,  1843200, 3a18e8e6415720faf2e7f90b5bd045c8
0,        107,        107,        1,  1843200, 48da726b181416bc35e81acf2ea1e873
0,        108,        108,        1,  1843200, 52569582ad6a49abbcbd831edd94c839
0,        109,        109,        1,  1843200, 75c7aa95dfe448782386c3a27a0ae4ef
0,        110,        110,        1,  1843200, b49c4ea1645c5712130b5b8305ad23f8
0,        111,        111,        1,  1843200, 1a8ebeddbcc43d61bb227b5185673b25
0,        112,        112,        1,  1843200, 6dbe6e08a54c3722f279409f6a70d4b1
0,        113,        113,        1,  1843200, 2c7801f85c3ef850518af64b5dd261cc
0,        114,        114,        1,  1843200, 72e37ee574f5ef95f223601c74607303
0,        115,        115,        1,  1843200, 0537032cbf4f772bb73c8a8a86b6cafc
0,        116,        116,        1,  1843200, 3b8a04745943ba22af1c56683a862d88
0,        117,        117,        1,  1843200, 6c52df1492e7039f7b0592a97e1d2487
0,        118,        118,        1,  1843200, 7891aed1395c7763a0902766146d9f31
0,        119,        119,        1,  1843200, f65ee1dffa2f39ee1ebd925e21d09122
0,        120,        120,        1,  1843200, 863b954cdbd0fbe8361ff2465e450130
0,        123,        123,        1,  1843200, 877726fd67815b8ff8c01536fdfb1cf1
0,        124,        124,        1,  1843200, be98ee49f4f691a969471fe680bc93ca
0,        125,        125,        1,  1843200, 8c4b0449734fcb11d6f4966efb0da24b
0,        126,        126,        1,  1843200, 6fcaa2aaa4c3bceca83db6ff54fb4e9d
0,        127,        127,        1,  1843200, 3996f21bbad9e8f6775bbd2fa18a38e3
0,        128,        128,        1,  1843200, 493e14eddd215a46dc790c753ce0c77b
0,        129,        129,        1,  1843200, 14c9d71c466e907ab55ff80610c1eefa
0,        130,        130,        1,  1843200, e56125c69390a6e0d38b2eedb1d52bbe
0,        131,        131,        1,  1843200, 54800846bf1e8e0fd7fac2384bb32eaf
0,        132,        132,        1,  1843200, 4aa6d1e0bb1394930ab0ea0ddef3fe1e
0,        133,        133,        1,  1843200, e7ddbda97c588517123cfa8b1732c390
0,        134,        134,        1,  1843200, a745bcced5406c7389ace017bbb7d550
0,        135,        135,        1,  1843200, 3a36f144189f1e9d63ce20714892ad11
0,        136,        136,        1,  1843200, 0ef052aed1c1a28e21249868caddc453
0,        137,        137,        1,  1843200, 1fff1088d3e60d91c7368f1c48340718
0,        138,        138,        1,  1843200, 4a85b8a1c4de06e6fca7ae9cfefc3376
0,        139,        139,        1,  1843200, e9bb2b3d6869c0b04c9adcce6d902dd5
0,        140,        140,        1,  1843200, eccb214f73a7de3f72fcb2d949d7d7bf
0,        141,        141,        1,  1843200, 4b4a3a1ff930a65adc4296c51251064e
0,        142,        142,        1,  1843200, bb94ad3d0848988888fa324a8435c1ef
0,        143,        143,        1,  1843200, a1876cc4922ec0b4c49bc66ee1a9eabe
0,        144,        144,        1,  1843200, a8565eb97f9d9d13f023c66540aec490
0,        145,        145,        1,  1843200, 34fc4329dc3fd3a62ea73e48f2f0d03c
0,        146,        146,        1,  1843200, addb628764abe1f4af94178fa03958b2
0,        147,        147,        1,  1843200, 65ffed858ff447fb3181172bdc0b2fa0
0,        148,        148,        1,  1843200, 1f9a0fa796926bd7f8e0d33e7d93f764
0,        149,        149,        1,  1843200, b135b9bcdedc3ac8dae551431bc5f3ee
0,        150,        150,        1,  1843200, 341203a1c83df6cbf180a4c91b3fa1a8
0,        151,        151,        1,  1843200, b0775f3568dc0f45c85f0d36d6cb724d
0,        152,        152,        1,  1843200, 0fa9cda5a5b74493d37d375e7cd4278d
0,        153,        153,        1,  1843200, cbfd7acdfa66259f2c19b976bad7753a
0,        154,        154,        1,  1843200, fcc0298812652e28808b641982dbdbfa
0,        155,        155,        1,  1843200, 73a611d8f2269b070709c6ad13ee5460
0,        156,        156,        1,  1843200, b68912059e9068a02ae1328a079682db
0,        157,        157,        1,  1843200, 901cb1826b8bbf1052318f93b5fc7576
0,        158,        158,        1,  1843200, 909c4fb9086047b099fac0336951014b
0,        159,        159,        1,  1843200, 8e28a814fb6d5f96046371cd9647978f
0,        160,        160,        1,  1843200, 6a39bf9a7f69895e851c2857770f7cd7
0,        161,        161,        1,  1843200, 2f82f6b5f0c66b20da44f9cbce22ed32
0,        162,        162,        1,  1843200, 51ea4b95fac2d92c5728d5d0652de145
0,        163,        163,        1,  1843200, 4c2a997142387280993eb43797ff6628
0,        164,        164,        1,  1843200, 40df68c01fdd61ad97078170eb5426de
0,        165,        165,        1,  1843200, cb8d21bb8283af947fd4ce9f409cdfd2
0,        166,        166,        1,  1843200, 59f2d48fa489ab2fcf9596c0700113d5
0,        167,        167,        1,  1843200, f757db1887b9711a9bbaabd3e7de9e67
0,        168,        168,        1,  1843200, 5fe51aa0bac912b88dc2cd67f719867f
0,        169,        169,        1,  1843200, 26fcfd2f9bc2a2bc7244e7738063f248
0,        170,        170,        1,  1843200, 846acbc48f8b8a8b17947fb4745d6191
0,        171,        171,        1,  1843200, e65092a5008966b5fe4994e46c417fb4
0,        172,        172,        1,  1843200, c706f1a1f57163ff9f40ec7d7c0f4fb6
0,        173,        173,        1,  1843200, 86b152baef6c8e6434ed73ccb75176f5
0,        174,        174,        1,  1843200, d01ad73008946dce2cdd0d8774a5d59a
0,        175,        175,        1,  1843200, 34f0d869d5d94cbdc74957e53c35c533
0,        176,        176,        1,  1843200, 35870d493e40081a4fbae9384deaa4d5
0,        177,        177,        1,  1843200, dd7c6c94567a6eb0ad83eede62df8c7f
0,        178,        178,        1,  1843200, b682152e0fe6b777e394c2e1e55d097e
0,        179,        179,        1,  1843200, 02195fb8e8354d9dde9f86a94e8698c5
0,        180,        180,        1,  1843200, 823a48e787fe61da7a5e7afd0740c86c
0,        181,        181,        1,  1843200, 5903b4b68b3a37480710f1174e1ed566
0,        182,        182,        1,  1843200, f0ba0ba8d1cf333b251af3a03a59c7d2
0,        183,        183,        1,  1843200, fecaa18857920e7001a29af2c50e7e77
0,        184,        184,        1,  1843200, f938dc7574832e8432b79cda5567b013
0,        185,        185,        1,  1843200, e1f114ba4f7523dbdc84e10cd26ed483
0,        186,        186,        1,  1843200, a3f9f2175e16cfe7f7914f71d63f03cd
0,        187,        187,        1,  1843200, 86f7eea74977996fdc8943a9e945a4d5
0,        188,        188,        1,  1843200, cec1b861495bfdb4795d7c0b36f9810d
0,        189,        189,        1,  1843200, a8f61521d7b21224b0d8d616b4b38d2e
0,        190,        190,        1,  1843200, e0d372c9ca7d7a3ad81ecec9d6e7806f
0,        191,        191,        1,  1843200, 37d131ec68d14d51833970218d0bf120
0,        192,        192,        1,  1843200, 8c6c00258d71c54954f4f41410783bd7
0,        193,        193,        1,  1843200, 14fc8c9f6fc112b9b29fe36b046df5c3
0,        194,        194,        1,  1843200, 5ed5227b21407d2a80b5dad51982f484
0,        195,        195,        1,  1843200, 525b26c500c5fc90927112e89dfe0b65
0,        196,        196,        1,  1843200, 3025812bf8a2199a142074150933b27c
0,        197,        197,        1,  1843200, 28f7bf141877ca576fc6e753b1774c95
0,        198,        198,        1,  1843200, c8ab292c64c4873fcd8b4198d5a5875b
0,        199,        199,        1,  1843200, 3b0eb1925dbfa2c39a72bf43bcf8f02f
0,        200,        200,        1,  1843200, 5cede65e539c5dd541f73b3a5c724aa6
0,        201,        201,        1,  1843200, 12b2f5f3d3a63663601981a49c81f6a8
0,        202,        202,        1,  1843200, 82eb30b0ff76fd0a4917804ab49bfb5d
0,        205,        205,        1,  1843200, a8d41a60aab66a4907b3ba2738984fd2
0,        206,        206,        1,  1843200, 67e373ac1e067996cb1dd7ea1b9470f3
0,        207,        207,        1,  1843200, b7651f2f3bb16d3508516ca819d10e7b
0,        208,        208,        1,  1843200, 41a188bfb9fbba4836f6901573db247d
0,        209,        209,        1,  1843200, 07a3e7662195ae3ce4839ff913711416
0,        210,        210,        1,  1843200, b2e420fedbea5a5ee1f105587587bedf
0,        211,        211,        1,  1843200, ac9299d61ac32f7e577203fbb7581798
0,        212,        212,        1,  1843200, 9c762ac374d13f820ad972a3ffd4e8f4
0,        213,        213,        1,  1843200, 5fa8bebbe5301e36568ae137e96ad742
0,        214,        214,        1,  1843200, 0aa7ee54d5ef5f38d69e9d9e25f5aa4c
0,        215,        215,        1,  1843200, 3781186fa8ad556e87a51593c11fcc2f
0,        216,        216,        1,  1843200, b61ff290d7cc8caa045c4182db10c617
0,        217,        217,        1,  1843200, 60cc0a78556246b6e8b86d0104915554
0,        218,        218,        1,  1843200, 6440d84452faf2e4c3b4f74417722ae6
0,        219,        219,        1,  1843200, 25c7f8c11133ab7e63f425056c0258a6
0,        220,        220,        1,  1843200, b86034c951d73f3e28b78a511d027c7a
0,        221,        221,        1,  1843200, 7e46c609f3d3ed3ff8c6dfca5c2e3cd0
0,        222,        222,        1,  1843200, b004eecbd5ce0871a54106ac3e8fbea4
0,        223,        223,        1,  1843200, d58dc7b63566b37f7e40852db7c50e48
0,        224,        224,        1,  1843200, dc5b88ff9382f481d9fd1f3dbe05db6e
0,        225,        225,        1,  1843200, 4fb2ff2fd8009b65806a784ec7821b71
0,        226,        226,        1,  1843200, 5850aa381a8ecda826beaf460f7112d0
0,        227,        227,        1,  1843200, 41fe19ef018dd64e104c28852c7f41d8
0,        228,        228,        1,  1843200, 2b1f7204877a8404db726a49b5c75924
0,        229,        229,        1,  1843200, 3cf1b75f03310deba8f2f1428e8a6a17
0,        230,        230,        1,  1843200, eebf5c0b9aece3b182ca8fa018640cc4
0,        231,        231,        1,  1843200, 97d773ddb0ce24c1630e3fc1070d5459
0,        232,        232,        1,  1843200, 502dada9a9fc1f6129f2abf117d53d18
0,        233,        233,        1,  1843200, 1b95a7f4db7df4f38ebca08372ef6598
0,        234,        234,        1,  1843200, 842450e49b67d0aaf7d8a2fd8bf01b35
0,        235,        235,        1,  1843200, 8ea0dd5e4d0aef33254d44086f60a9a0
0,        236,        236,        1,  1843200, e106f9590f7a092b6441b0991ed2c565
0,        237,        237,        1,  1843200, 431d8415d4149c5fd68ab9b6658d303d
0,        238,        238,        1,  1843200, 939404f97ba0bc664603512e0c6bef3d
0,        239,        239,        1,  1843200, 7be397602773893975b1f453b2ac5960
0,        240,        240,        1,  1843200, d85ffb18f588c766dac372c6e6177050
0,        241,        241,        1,  1843200, 6982ee686c72c52c29952d155d924eea
0,        242,        242,        1,  1843200, ec3b4ac424000b5fa93700a20b8ab0b8
0,        243,        243,        1,  1843200, 2647b2cbbef3670264aa52f960ab613c
0,        244,        244,        1,  1843200, 3210a787458dd7bc92a053645ad2626c
0,        245,        245,        1,  1843200, 7513b9478c5be428877f9d560719cd7f
0,        246,        246,        1,  1843200, 17a9f5cb620527ff9ba726b778dfd850
0,        247,        247,        1,  1843200, 3564a23d2786b0193b58b251b3016ae2
0,        248,        248,        1,  1843200, 24570b0a260e5afc846a5c6eaa14ba5d
0,        249,        249,        1,  1843200, 039d088d050bb388c14a842660142157
0,        250,        250,        1,  1843200, 7c15ce386a566081f09144b1a0dd02e6
0,        251,        251,        1,  1843200, 81cfcc53eb6cc28ddae1bd8f46669e4c
0,        252,        252,        1,  1843200, 11c3e246667a59adfa7d4153d76a576d
0,        253,        253,        1,  1843200, ae3ac7bea697b6c86e478953efba50be
0,        254,        254,        1,  1843200, 85b08ae0e0a10f50f741875cfef05740
0,        255,        255,        1,  1843200, a259ea3c730f57b9cee015be82598ed5
0,        256,        256,        1,  1843200, ce2b847a8e9b0267f3d5c085c3d2835b
0,        257,        257,        1,  1843200, eb5b3781239a33ea339ac33ff7e74f4e
0,        258,        258,        1,  1843200, f732aa52e6ac81cae687e8243b93344d
0,        259,        259,        1,  1843200, 9d281d87024c5a1c73cdf1ac324caf38
0,        260,        260,        1,  1843200, cce1876363542fd6c6b7ae96153ac6f2
0,        261,        261,        1,  1843200, 5766f8e358aecee9512227d7816950fd
0,        262,        262,        1,  1843200, 2e50527442ee3669e2a3405a30cc0dc1
0,        263,        263,        1,  1843200, 9cebeb867b12680e610ef0fbf566075a
0,        264,        264,        1,  1843200, b2b268093414523d9467370f9d45c52e
0,        265,        265,        1,  1843200, c0aee994e36faf16ec8774cc28719f72
0,        266,        266,        1,  1843200, 27e254f5c1c20deac11fba0b5d85e1c0
0,        267,        267,        1,  1843200, 908dca69d44a22e46712be5ae6549a88
0,        268,        268,        1,  1843200, e93bb287f5277ed09bbd2902b7f89e33
0,        269,        269,        1,  1843200, 40c5885dbce6964d3c87190159cb9b7f
0,        270,        270,        1,  1843200, ba31637627b6222ebd0d34bfeb1e8f94
0,        271,        271,        1,  1843200, 966ff114efd81b08f13d50c6ed3d8d62
0,        272,        272,        1,  1843200, c8a9d7cbc0a7c859e3c380388db50969
0,        273,        273,        1,  1843200, 45245c55123d17f9db2e894aa6982a2f
0,        274,        274,        1,  1843200, 30f281cea21064f0068bfb909efac31a
0,        275,        275,        1,  1843200, 8f5809285f771cac9d3bf011b67d9024
0,        276,        276,        1,  1843200, 201b24427e07e8b2d46f9d4318ef592e
0,        277,        277,        1,  1843200, 27e0149dc1f95b2a90e905e7caaa5319
0,        278,        278,        1,  1843200, 1f68534cbf576c46798b43ab73376c96
0,        279,        279,        1,  1843200, 3fab91cc1a3a4f363827a34a5fe561ed
0,        280,        280,        1,  1843200, 90bbb2c0fd037ac443de1795f890fd06
0,        281,        281,        1,  1843200, 37b6bfc964274635efda689553ed470e
0,        282,        282,        1,  1843200, 57aa7dd692cb9e2393b6162de8101c34
0,        283,        283,        1,  1843200, bec5cbfe716cb7674b9442bb8b6c0d2d
0,        284,        284,        1,  1843200, 98f50f6cc62f6b14f6b2e1a8140571ac
0,        288,        288,        1,  1843200, 965fa587d429944535a184192eed78e3
0,        289,        289,        1,  1843200, c92421f21a67d0a8b9da63ca42adb1fb
0,        290,        290,        1,  1843200, 549f3ef5d1cbdff72271440e17cf39ae
0,        291,        291,        1,  1843200, 207839ec52e9d0ba818431a843cb2cf8
0,        292,        292,        1,  1843200, 5b5846264d1dca0bba0d45aa2b875f27
0,        293,        293,        1,  1843200, ca5951d35b5e98091b989c6ddf9eac6a
0,        294,        294,        1,  1843200, 1aad3d48a24e7f903209f584eb4461a3
0,        295,        295,        1,  1843200, 5ba7836cf75028eebfb6592e266183ed
0,        296,        296,        1,  1843200, aea71fea86bb12b7922fa26d230bac06
0,        297,        297,        1,  1843200, c29f73f1f389ed0a8d4aa052cb2824be
0,        298,        298,        1,  1843200, 05d9999ebef8458931e7fb36cc150361
0,        299,        299,        1,  1843200, 1ebe68385d3a56af4c5290337d36041c
0,        300,        300,        1,  1843200, efeaa1d7bc6fbac6aa3ebcdf17a1a969
0,        301,        301,        1,  1843200, 16498f68dc3a7c6baedd3668c4334a8c
0,        302,        302,        1,  1843200, 8fbafe1a3e64a6c99af913e164c2d388
0,        303,        303,        1,  1843200, e5921aa2d14aadf66e79578518c8d78f
0,        304,        304,        1,  1843200, ea75d63282d7c3f740a00076b9c6c082
0,        305,        305,        1,  1843200, ddf97a3e570bc5fd8053af8ee08bb054
0,        306,        306,        1,  1843200, 2275460a0d89deaef6f028593c1997b9
0,        307,        307,        1,  1843200, b3e0c519db2b10a71104f2c4c9770900
0,        308,        308,        1,  1843200, 430e868475b01511b89f689525e88d4b
0,        309,        309,        1,  1843200, 360296b2ef845979436b42f9ab38ab8c
0,        310,        310,        1,  1843200, 5c955832e82749a7561533096ab03262
0,        311,        311,        1,  1843200, e8c072ab05c62164286a260bfa6949d1
0,        312,        312,        1,  1843200, 8764acc17ec3d1f0063f6643b08dcc01
0,        313,        313,        1,  1843200, 38f835e0047430beceb5e4ed9bd4b447
0,        314,        314,        1,  1843200, 02668dbd440ab6c9dbacf5ff1cacf21b
0,        315,        315,        1,  1843200, 3cb36ba98d8c78dd200fda08a4756537
0,        316,        316,        1,  1843200, 170617c56d8862d94e6731884e60943b
0,        317,        317,        1,  1843200, d46ae30da7a9b44e54ccc45434db0fe1
0,        318,        318,        1,  1843200, 408df0339ef73e5368c33f3ebe22b4f8
0,        319,        319,        1,  1843200, 68cbadb6b888a1a2ede540c8d43ee8a7
0,        320,        320,        1,  1843200, 72a7a53c12f799c62de05c112e7aed69
0,        321,        321,        1,  1843200, 083f6e3397d2930b7eacd7823c91365e
0,        322,        322,        1,  1843200, d5fced8d9cd60658ddcee261e609321e
0,        323,        323,        1,  1843200, 65c597df6d416102a6cc126d5ee91985
0,        324,        324,        1,  1843200, 4fd8b385371d3be978aea676636b6d68
0,        325,        325,        1,  1843200, 6feb094eb9fb3dbd1936d7b55b24ebb7
0,        326,        326,        1,  1843200, eccd780de24a347a4bf4472cda931c91
0,        327,        327,        1,  1843200, f2b450848bb4fd360f006a17a09b6660
0,        328,        328,        1,  1843200, 9d6854e6bfe4943674480b48fcafaa78
0,        329,        329,        1,  1843200, cb1e379926d52a63cbcc2536d0053912
0,        330,        330,        1,  1843200, 05771fde22ca7c07d52e703d1b29bd7a
0,        331,        331,        1,  1843200, ef1ff78f6eba4028d605ebe788a05b1f
0,        332,        332,        1,  1843200, e10969cdc0aa98b54641b18b545ea1ef
0,        333,        333,        1,  1843200, 2d5e470810d5f528dfe988826eecc4c2
0,        334,        334,        1,  1843200, 36259c9f0f4e4a7066567da11f1acb7e
0,        335,        335,        1,  1843200, da1d8c6a96d879380ea818e370836503
0,        336,        336,        1,  1843200, 7293650c9d796f113484c00809d69164
0,        337,        337,        1,  1843200, 36b3ef550805b052b91aa2ac96606daf
0,        338,        338,        1,  1843200, 368d90f6cff8f2beb05281b32d0970b7
0,        339,        339,        1,  1843200, e03ac3b284cc852e4d401a06cea99661
0,        340,        340,        1,  1843200, acc91b92e3c1b98faadfb60863a4be65
0,        341,        341,        1,  1843200, 07c857bad00ff6532ddff4a2035c7011
0,        342,        342,        1,  1843200, 7b4f8b8c5f5250465579052b4bb58419
0,        343,        343,        1,  1843200, 985e9003368a916146f9b8ec723e987e
0,        344,        344,        1,  1843200, ae7afc89079452dab815b4fbc30330e0
0,        345,        345,        1,  1843200, 002d0f40f47826b7a2bb015d94d4a426
0,        346,        346,        1,  1843200, f4f4fc4d3e743eddc91a24d9e32b726d
0,        347,        347,        1,  1843200, 552d3e5b67fc32236a680e0ffbc05b79
0,        348,        348,        1,  1843200, 6fa49a3031730a977b5604c1a447743b
0,        349,        349,        1,  1843200, 8404e6274fed88e6c50e211cf49994f5
0,        350,        350,        1,  1843200, 198dd08f84c4987f6db034aa7d130814
0,        351,        351,        1,  1843200, 269448d1280c32d85f3f4bf6d6cd7c3b
0,        352,        352,        1,  1843200, bf1319b977dfe3dedee523585d948c2d
0,        353,        353,        1,  1843200, 57a1755af62617fbb47a2f7c40ac3e1a
0,        354,        354,        1,  1843200, 7a97cbef048b66dd7412830da11af76c
0,        355,        355,        1,  1843200, cc7884424c987445ca0c867d08c8f9e7
0,        356,        356,        1,  1843200, 3d5578a6f8c355be5e117a7d05a3a1b9
0,        357,        357,        1,  1843200, 54cb85965d6c646d0a5bc7c3f0a20ce2
0,        358,        358,        1,  1843200, b810059df5b20859ca34151eefc04e13
0,        359,        359,        1,  1843200, 6309f9656701bb4e3f719e234095ac89
